date;MSFT
2007-08-02;21.470684051513672
2007-08-03;21.06337547302246
2007-08-06;21.485219955444336
2007-08-07;21.492490768432617
2007-08-08;21.819793701171875
2007-08-09;21.31066131591797
2007-08-10;20.881546020507812
2007-08-13;20.823360443115234
2007-08-14;20.63358497619629
2007-08-15;20.509506225585938
2007-08-16;20.297842025756836
2007-08-17;20.618986129760742
2007-08-20;20.62628936767578
2007-08-21;20.48760986328125
2007-08-22;20.597091674804688
2007-08-23;20.655481338500977
2007-08-24;21.0277156829834
2007-08-27;20.79416847229004
2007-08-28;20.38543128967285
2007-08-29;20.867149353027344
2007-08-30;20.764968872070312
2007-08-31;20.96933364868164
2007-09-04;21.0277156829834
2007-09-05;20.786863327026367
2007-09-06;21.100709915161133
2007-09-07;20.75766944885254
2007-09-10;20.786863327026367
2007-09-11;21.115306854248047
2007-09-12;21.115306854248047
2007-09-13;21.283172607421875
2007-09-14;21.195598602294922
2007-09-17;20.96933364868164
2007-09-18;21.115306854248047
2007-09-19;20.925533294677734
2007-09-20;20.743070602416992
2007-09-21;20.91094398498535
2007-09-24;21.224788665771484
2007-09-25;21.57512855529785
2007-09-26;21.531339645385742
2007-09-27;21.52404022216797
2007-09-28;21.502145767211914
2007-10-01;21.72840118408203
2007-10-02;21.67730712890625
2007-10-03;21.494840621948242
2007-10-04;21.68461036682129
2007-10-05;21.779495239257812
2007-10-08;21.779495239257812
2007-10-09;21.969266891479492
2007-10-10;22.064151763916016
2007-10-11;21.83058738708496
2007-10-12;22.02035140991211
2007-10-15;21.925472259521484
2007-10-16;22.12983512878418
2007-10-17;22.684537887573242
2007-10-18;22.7429256439209
2007-10-19;22.02035140991211
2007-10-22;22.268505096435547
2007-10-23;22.553165435791016
2007-10-24;22.80862045288086
2007-10-25;23.348724365234375
2007-10-26;25.56754493713379
2007-10-29;25.231809616088867
2007-10-30;25.96167755126953
2007-10-31;26.866724014282227
2007-11-01;27.049196243286133
2007-11-02;27.049196243286133
2007-11-05;26.8083438873291
2007-11-06;26.57477378845215
2007-11-07;25.925182342529297
2007-11-08;25.355878829956055
2007-11-09;24.61870765686035
2007-11-12;24.363252639770508
2007-11-13;25.234678268432617
2007-11-14;24.8465633392334
2007-11-15;24.722078323364258
2007-11-16;24.963729858398438
2007-11-19;24.8685359954834
2007-11-20;25.322551727294922
2007-11-21;25.06624984741211
2007-11-23;24.978382110595703
2007-11-26;24.143566131591797
2007-11-27;24.20947265625
2007-11-28;24.678136825561523
2007-11-29;24.597576141357422
2007-11-30;24.60491371154785
2007-12-03;24.106952667236328
2007-12-04;23.997108459472656
2007-12-05;25.00766944885254
2007-12-06;25.300582885742188
2007-12-07;25.285938262939453
2007-12-10;25.454370498657227
2007-12-11;24.971044540405273
2007-12-12;25.24199867248535
2007-12-13;25.791221618652344
2007-12-14;25.857118606567383
2007-12-17;25.183408737182617
2007-12-18;25.439712524414062
2007-12-19;25.47633934020996
2007-12-20;26.01089859008789
2007-12-21;26.406347274780273
2007-12-24;26.787126541137695
2007-12-26;26.809104919433594
2007-12-27;26.340435028076172
2007-12-28;26.450271606445312
2007-12-31;26.069488525390625
2008-01-02;25.791221618652344
2008-01-03;25.901058197021484
2008-01-04;25.17609405517578
2008-01-07;25.344528198242188
2008-01-08;24.49506187438965
2008-01-09;25.220029830932617
2008-01-10;25.139476776123047
2008-01-11;24.83192253112793
2008-01-14;25.183408737182617
2008-01-15;24.897830963134766
2008-01-16;24.333955764770508
2008-01-17;24.246084213256836
2008-01-18;24.172853469848633
2008-01-22;23.403959274291992
2008-01-23;23.381988525390625
2008-01-24;24.34861946105957
2008-01-25;24.12159538269043
2008-01-28;23.960494995117188
2008-01-29;23.872617721557617
2008-01-30;23.579702377319336
2008-01-31;23.872617721557617
2008-02-01;22.298200607299805
2008-02-04;22.107799530029297
2008-02-05;21.287641525268555
2008-02-06;20.88488006591797
2008-02-07;20.591968536376953
2008-02-08;20.914173126220703
2008-02-11;20.657873153686523
2008-02-12;20.753063201904297
2008-02-13;21.20708656311035
2008-02-14;20.87023162841797
2008-02-15;20.811655044555664
2008-02-19;20.708730697631836
2008-02-20;20.745485305786133
2008-02-21;20.657268524169922
2008-02-22;20.3485107421875
2008-02-25;20.46613121032715
2008-02-26;20.86311149597168
2008-02-27;20.774892807006836
2008-02-28;20.532299041748047
2008-02-29;19.995655059814453
2008-03-03;19.841270446777344
2008-03-04;20.28235626220703
2008-03-05;20.671974182128906
2008-03-06;20.26765251159668
2008-03-07;20.488189697265625
2008-03-10;20.620519638061523
2008-03-11;21.524738311767578
2008-03-12;21.046897888183594
2008-03-13;21.0395450592041
2008-03-14;20.554353713989258
2008-03-17;20.80430030822754
2008-03-18;21.62765121459961
2008-03-19;21.0395450592041
2008-03-20;21.451221466064453
2008-03-24;21.443870544433594
2008-03-25;21.421817779541016
2008-03-26;20.995437622070312
2008-03-27;20.620519638061523
2008-03-28;20.517593383789062
2008-03-31;20.86311149597168
2008-04-01;21.686464309692383
2008-04-02;21.4365177154541
2008-04-03;21.31889533996582
2008-04-04;21.4365177154541
2008-04-07;21.4365177154541
2008-04-08;21.135108947753906
2008-04-09;21.238027572631836
2008-04-10;21.399757385253906
2008-04-11;20.789600372314453
2008-04-14;20.627866744995117
2008-04-15;20.767532348632812
2008-04-16;21.28213882446289
2008-04-17;21.480615615844727
2008-04-18;22.054027557373047
2008-04-21;22.3627872467041
2008-04-22;22.237810134887695
2008-04-23;23.119970321655273
2008-04-24;23.37727165222168
2008-04-25;21.929048538208008
2008-04-28;21.311542510986328
2008-04-29;21.05423927307129
2008-04-30;20.96602439880371
2008-05-01;21.61294937133789
2008-05-02;21.495328903198242
2008-05-05;21.377708435058594
2008-05-06;21.8334903717041
2008-05-07;21.4732723236084
2008-05-08;21.517375946044922
2008-05-09;21.6055908203125
2008-05-12;22.046676635742188
2008-05-13;21.972898483276367
2008-05-14;22.083572387695312
2008-05-15;22.46724510192871
2008-05-16;22.127840042114258
2008-05-19;21.736785888671875
2008-05-20;21.22029685974121
2008-05-21;20.84398651123047
2008-05-22;21.00632667541504
2008-05-23;20.69642448425293
2008-05-27;20.98418617248535
2008-05-28;20.79235076904297
2008-05-29;20.888269424438477
2008-05-30;20.895648956298828
2008-06-02;20.51197624206543
2008-06-03;20.150426864624023
2008-06-04;20.32012939453125
2008-06-05;20.880891799926758
2008-06-06;20.28323745727539
2008-06-09;20.445560455322266
2008-06-10;20.5783748626709
2008-06-11;20.010236740112305
2008-06-12;20.83662223815918
2008-06-13;21.449031829833984
2008-06-16;21.34572982788086
2008-06-17;21.24981117248535
2008-06-18;20.99894142150879
2008-06-19;21.34572982788086
2008-06-20;20.829235076904297
2008-06-23;20.637409210205078
2008-06-24;20.460317611694336
2008-06-25;20.91777801513672
2008-06-26;20.475082397460938
2008-06-27;20.38653564453125
2008-06-30;20.297990798950195
2008-07-01;19.825780868530273
2008-07-02;19.09531021118164
2008-07-03;19.169097900390625
2008-07-07;19.205991744995117
2008-07-08;19.073179244995117
2008-07-09;18.61572265625
2008-07-10;18.77804946899414
2008-07-11;18.630477905273438
2008-07-14;18.55669403076172
2008-07-15;19.294532775878906
2008-07-16;20.113540649414062
2008-07-17;20.305374145507812
2008-07-18;19.080554962158203
2008-07-21;18.918231964111328
2008-07-22;19.036285400390625
2008-07-23;19.501123428344727
2008-07-24;18.770668029785156
2008-07-25;19.301912307739258
2008-07-28;18.814937591552734
2008-07-29;19.26502227783203
2008-07-30;19.353553771972656
2008-07-31;18.977262496948242
2008-08-01;18.770668029785156
2008-08-04;18.652610778808594
2008-08-05;19.33879852294922
2008-08-06;19.936447143554688
2008-08-07;20.209447860717773
2008-08-08;20.755460739135742
2008-08-11;20.585752487182617
2008-08-12;20.74807357788086
2008-08-13;20.593130111694336
2008-08-14;20.593130111694336
2008-08-15;20.51934051513672
2008-08-18;20.43080711364746
2008-08-19;20.238201141357422
2008-08-20;20.21598243713379
2008-08-21;20.134502410888672
2008-08-22;20.6234073638916
2008-08-25;20.490068435668945
2008-08-26;20.201168060302734
2008-08-27;20.415983200073242
2008-08-28;20.69748878479004
2008-08-29;20.21598243713379
2008-09-02;20.075231552124023
2008-09-03;19.92707061767578
2008-09-04;19.519638061523438
2008-09-05;19.001094818115234
2008-09-08;19.349266052246094
2008-09-09;19.334447860717773
2008-09-10;19.5863094329834
2008-09-11;20.253019332885742
2008-09-12;20.460439682006836
2008-09-15;19.867815017700195
2008-09-16;19.252954483032227
2008-09-17;18.2010440826416
2008-09-18;18.712188720703125
2008-09-19;18.638105392456055
2008-09-22;18.815898895263672
2008-09-23;18.845531463623047
2008-09-24;19.052947998046875
2008-09-25;19.71224594116211
2008-09-26;20.297460556030273
2008-09-29;18.526988983154297
2008-09-30;19.77150535583496
2008-10-01;19.615942001342773
2008-10-02;19.445566177368164
2008-10-03;19.497417449951172
2008-10-06;18.45290756225586
2008-10-07;17.208396911621094
2008-10-08;17.045419692993164
2008-10-09;16.519474029541016
2008-10-10;15.926838874816895
2008-10-13;18.889978408813477
2008-10-14;17.852874755859375
2008-10-15;16.786151885986328
2008-10-16;17.91954803466797
2008-10-17;17.726945877075195
2008-10-20;18.312162399291992
2008-10-21;17.304702758789062
2008-10-22;15.949067115783691
2008-10-23;16.534286499023438
2008-10-24;16.26759910583496
2008-10-27;15.689787864685059
2008-10-28;17.112098693847656
2008-10-29;17.03801918029785
2008-10-30;16.763931274414062
2008-10-31;16.541690826416016
2008-11-03;16.75651741027832
2008-11-04;17.430633544921875
2008-11-05;16.35649299621582
2008-11-06;15.467557907104492
2008-11-07;15.926838874816895
2008-11-10;15.778687477111816
2008-11-11;15.704605102539062
2008-11-12;15.037901878356934
2008-11-13;15.741642951965332
2008-11-14;14.860116004943848
2008-11-17;14.311933517456055
2008-11-18;14.632633209228516
2008-11-19;13.64071273803711
2008-11-20;13.073904991149902
2008-11-21;14.677379608154297
2008-11-24;15.430638313293457
2008-11-25;14.908581733703613
2008-11-26;15.281477928161621
2008-11-28;15.080109596252441
2008-12-01;13.87937068939209
2008-12-02;14.282106399536133
2008-12-03;14.819075584411621
2008-12-04;14.25226879119873
2008-12-05;14.819075584411621
2008-12-08;15.669290542602539
2008-12-09;15.363515853881836
2008-12-10;15.37097454071045
2008-12-11;14.505840301513672
2008-12-12;14.43872356414795
2008-12-15;14.200065612792969
2008-12-16;14.998071670532227
2008-12-17;14.662459373474121
2008-12-18;14.393969535827637
2008-12-19;14.259732246398926
2008-12-22;14.304473876953125
2008-12-23;14.379057884216309
2008-12-24;14.297018051147461
2008-12-26;14.267186164855957
2008-12-29;14.140406608581543
2008-12-30;14.423803329467773
2008-12-31;14.49838638305664
2009-01-02;15.162144660949707
2009-01-05;15.303847312927246
2009-01-06;15.482851028442383
2009-01-07;14.55058765411377
2009-01-08;15.005533218383789
2009-01-09;14.558053016662598
2009-01-12;14.520755767822266
2009-01-13;14.781790733337402
2009-01-14;14.23735523223877
2009-01-15;14.349222183227539
2009-01-16;14.699753761291504
2009-01-20;13.782416343688965
2009-01-21;14.453634262084961
2009-01-22;12.760665893554688
2009-01-23;12.827788352966309
2009-01-26;13.148483276367188
2009-01-27;13.170856475830078
2009-01-28;13.454264640808105
2009-01-29;13.11864948272705
2009-01-30;12.75320816040039
2009-02-02;13.297645568847656
2009-02-03;13.797331809997559
2009-02-04;13.894286155700684
2009-02-05;14.200065612792969
2009-02-06;14.662459373474121
2009-02-09;14.49838638305664
2009-02-10;14.021071434020996
2009-02-11;14.326851844787598
2009-02-12;14.364142417907715
2009-02-13;14.23735523223877
2009-02-17;13.584063529968262
2009-02-18;13.606583595275879
2009-02-19;13.44888973236084
2009-02-20;13.516475677490234
2009-02-23;12.923250198364258
2009-02-24;12.893218994140625
2009-02-25;12.73552417755127
2009-02-26;12.330029487609863
2009-02-27;12.127281188964844
2009-03-02;11.856951713562012
2009-03-03;11.924535751342773
2009-03-04;12.104758262634277
2009-03-05;11.466475486755371
2009-03-06;11.473982810974121
2009-03-09;11.37636661529541
2009-03-10;12.375085830688477
2009-03-11;12.848159790039062
2009-03-12;12.773067474365234
2009-03-13;12.502737998962402
2009-03-16;12.202375411987305
2009-03-17;12.690468788146973
2009-03-18;12.73552417755127
2009-03-19;12.87069034576416
2009-03-20;12.810616493225098
2009-03-23;13.764274597167969
2009-03-24;13.463908195495605
2009-03-25;13.426361083984375
2009-03-26;14.139731407165527
2009-03-27;13.614094734191895
2009-03-30;13.125995635986328
2009-03-31;13.794313430786133
2009-04-01;14.500178337097168
2009-04-02;14.485153198242188
2009-04-03;14.079663276672363
2009-04-06;14.087170600891113
2009-04-07;14.087170600891113
2009-04-08;14.410064697265625
2009-04-09;14.770502090454102
2009-04-13;14.710427284240723
2009-04-14;14.530205726623535
2009-04-15;14.139731407165527
2009-04-16;14.83808422088623
2009-04-17;14.417571067810059
2009-04-20;13.974533081054688
2009-04-21;14.244857788085938
2009-04-22;14.102190017700195
2009-04-23;14.207315444946289
2009-04-24;15.701640129089355
2009-04-27;15.318673133850098
2009-04-28;14.965741157531738
2009-04-29;15.206035614013672
2009-04-30;15.213545799255371
2009-05-01;15.198529243469238
2009-05-04;15.160979270935059
2009-05-05;14.860616683959961
2009-05-06;14.860616683959961
2009-05-07;14.50767993927002
2009-05-08;14.582773208618164
2009-05-11;14.50767993927002
2009-05-12;14.93570327758789
2009-05-13;14.83057689666748
2009-05-14;15.063362121582031
2009-05-15;15.18350601196289
2009-05-18;15.468855857849121
2009-05-19;15.347944259643555
2009-05-20;15.400847434997559
2009-05-21;14.977662086486816
2009-05-22;14.924761772155762
2009-05-26;15.37061595916748
2009-05-27;15.211922645568848
2009-05-28;15.453739166259766
2009-05-29;15.786243438720703
2009-06-01;16.17164421081543
2009-06-02;16.17164421081543
2009-06-03;16.421024322509766
2009-06-04;16.4965877532959
2009-06-05;16.730846405029297
2009-06-08;16.6628360748291
2009-06-09;16.685504913330078
2009-06-10;17.04067611694336
2009-06-11;17.25226402282715
2009-06-12;17.630109786987305
2009-06-15;17.698131561279297
2009-06-16;17.72079086303711
2009-06-17;17.894596099853516
2009-06-18;17.758583068847656
2009-06-19;18.189319610595703
2009-06-22;17.592327117919922
2009-06-23;17.63766860961914
2009-06-24;17.735904693603516
2009-06-25;17.97772979736328
2009-06-26;17.645227432250977
2009-06-29;18.0306339263916
2009-06-30;17.962614059448242
2009-07-01;18.166654586791992
2009-07-02;17.660341262817383
2009-07-06;17.531869888305664
2009-07-07;17.025564193725586
2009-07-08;17.048229217529297
2009-07-09;16.95755386352539
2009-07-10;16.91977310180664
2009-07-13;17.554542541503906
2009-07-14;17.463863372802734
2009-07-15;18.227100372314453
2009-07-16;18.46891975402832
2009-07-17;18.35556411743164
2009-07-20;18.536937713623047
2009-07-21;18.763639450073242
2009-07-22;18.740966796875
2009-07-23;19.315284729003906
2009-07-24;17.72079086303711
2009-07-27;17.463863372802734
2009-07-28;17.735904693603516
2009-07-29;17.98527717590332
2009-07-30;17.99283790588379
2009-07-31;17.773685455322266
2009-08-03;18.007951736450195
2009-08-04;17.962614059448242
2009-08-05;17.99283790588379
2009-08-06;17.728347778320312
2009-08-07;17.803916931152344
2009-08-10;17.698131561279297
2009-08-11;17.47897720336914
2009-08-12;17.78125
2009-08-13;17.849262237548828
2009-08-14;17.90216064453125
2009-08-17;17.569658279418945
2009-08-18;17.919235229492188
2009-08-19;17.972421646118164
2009-08-20;17.98762321472168
2009-08-21;18.549970626831055
2009-08-24;18.724750518798828
2009-08-25;18.724750518798828
2009-08-26;18.656354904174805
2009-08-27;18.76275062561035
2009-08-28;18.75515365600586
2009-08-31;18.732351303100586
2009-09-01;18.238401412963867
2009-09-02;18.132017135620117
2009-09-03;18.32199478149414
2009-09-04;18.709556579589844
2009-09-08;18.861543655395508
2009-09-09;18.831140518188477
2009-09-10;18.998332977294922
2009-09-11;18.891942977905273
2009-09-14;18.998332977294922
2009-09-15;19.150312423706055
2009-09-16;19.150312423706055
2009-09-17;19.226306915283203
2009-09-18;19.19590950012207
2009-09-21;19.226306915283203
2009-09-22;19.58348274230957
2009-09-23;19.537883758544922
2009-09-24;19.712671279907227
2009-09-25;19.416290283203125
2009-09-28;19.629077911376953
2009-09-29;19.568273544311523
2009-09-30;19.545488357543945
2009-10-01;18.907140731811523
2009-10-02;18.96793556213379
2009-10-05;18.724750518798828
2009-10-06;19.08192253112793
2009-10-07;19.074321746826172
2009-10-08;19.507484436035156
2009-10-09;19.416290283203125
2009-10-12;19.545488357543945
2009-10-13;19.61387825012207
2009-10-14;19.727867126464844
2009-10-15;20.29781723022461
2009-10-16;20.13823127746582
2009-10-19;20.03183937072754
2009-10-20;20.039447784423828
2009-10-21;20.19902992248535
2009-10-22;20.206626892089844
2009-10-23;21.2933292388916
2009-10-26;21.794885635375977
2009-10-27;21.72648811340332
2009-10-28;21.2933292388916
2009-10-29;21.445310592651367
2009-10-30;21.072940826416016
2009-11-02;21.186935424804688
2009-11-03;20.92096519470215
2009-11-04;21.323728561401367
2009-11-05;21.635297775268555
2009-11-06;21.673294067382812
2009-11-09;22.030467987060547
2009-11-10;22.045658111572266
2009-11-11;22.12925910949707
2009-11-12;22.311641693115234
2009-11-13;22.516822814941406
2009-11-16;22.44842529296875
2009-11-17;22.89876937866211
2009-11-18;22.982738494873047
2009-11-19;22.730850219726562
2009-11-20;22.608718872070312
2009-11-23;22.852975845336914
2009-11-24;22.830080032348633
2009-11-25;22.738483428955078
2009-11-27;22.30340576171875
2009-11-30;22.448429107666016
2009-12-01;22.906404495239258
2009-12-02;22.730850219726562
2009-12-03;22.769010543823242
2009-12-04;22.883502960205078
2009-12-07;22.738483428955078
2009-12-08;22.570554733276367
2009-12-09;22.67741584777832
2009-12-10;22.79953956604004
2009-12-11;22.78427505493164
2009-12-14;22.982738494873047
2009-12-15;22.91404151916504
2009-12-16;22.975101470947266
2009-12-17;22.593460083007812
2009-12-18;23.17355728149414
2009-12-21;23.295682907104492
2009-12-22;23.524673461914062
2009-12-23;23.60100746154785
2009-12-24;23.66206169128418
2009-12-28;23.79182243347168
2009-12-29;23.959745407104492
2009-12-30;23.63153076171875
2009-12-31;23.265151977539062
2010-01-04;23.623897552490234
2010-01-05;23.63153076171875
2010-01-06;23.48650550842285
2010-01-07;23.24225425720215
2010-01-08;23.40254783630371
2010-01-11;23.104862213134766
2010-01-12;22.952198028564453
2010-01-13;23.165924072265625
2010-01-14;23.63153076171875
2010-01-15;23.555204391479492
2010-01-19;23.73839569091797
2010-01-20;23.349109649658203
2010-01-21;22.906404495239258
2010-01-22;22.10494613647461
2010-01-25;22.379728317260742
2010-01-26;22.51712989807129
2010-01-27;22.646879196166992
2010-01-28;22.257604598999023
2010-01-29;21.50958251953125
2010-02-01;21.685131072998047
2010-02-02;21.723299026489258
2010-02-03;21.85306167602539
2010-02-04;21.250062942504883
2010-02-05;21.387454986572266
2010-02-08;21.158470153808594
2010-02-09;21.379812240600586
2010-02-10;21.364551544189453
2010-02-11;21.463781356811523
2010-02-12;21.318758010864258
2010-02-16;21.74052619934082
2010-02-17;21.92458152770996
2010-02-18;22.21598243713379
2010-02-19;22.06261444091797
2010-02-22;22.031938552856445
2010-02-23;21.725189208984375
2010-02-24;21.95525360107422
2010-02-25;21.932239532470703
2010-02-26;21.985925674438477
2010-03-01;22.254329681396484
2010-03-02;21.82488441467285
2010-03-03;21.82488441467285
2010-03-04;21.95525360107422
2010-03-05;21.92458152770996
2010-03-08;21.95525360107422
2010-03-09;22.085615158081055
2010-03-10;22.21598243713379
2010-03-11;22.377023696899414
2010-03-12;22.446043014526367
2010-03-15;22.461380004882812
2010-03-16;22.522727966308594
2010-03-17;22.72211265563965
2010-03-18;22.70677375793457
2010-03-19;22.691436767578125
2010-03-22;22.6991024017334
2010-03-23;22.913822174072266
2010-03-24;22.73744773864746
2010-03-25;23.013521194458008
2010-03-26;22.745119094848633
2010-03-29;22.691436767578125
2010-03-30;22.82947540283203
2010-03-31;22.461380004882812
2010-04-01;22.36168670654297
2010-04-05;22.446043014526367
2010-04-06;22.484376907348633
2010-04-07;22.50739288330078
2010-04-08;22.944503784179688
2010-04-09;23.26658058166504
2010-04-12;23.251249313354492
2010-04-13;23.350936889648438
2010-04-14;23.63467788696289
2010-04-15;23.673025131225586
2010-04-16;23.519651412963867
2010-04-19;23.803386688232422
2010-04-20;24.04878044128418
2010-04-21;24.02577781677246
2010-04-22;24.071781158447266
2010-04-23;23.742036819458008
2010-04-26;23.85706901550293
2010-04-27;23.65768051147461
2010-04-28;23.703693389892578
2010-04-29;23.7727108001709
2010-04-30;23.419952392578125
2010-05-03;23.665361404418945
2010-05-04;23.105539321899414
2010-05-05;22.890825271606445
2010-05-06;22.223642349243164
2010-05-07;21.63317108154297
2010-05-10;22.19297981262207
2010-05-11;22.146970748901367
2010-05-12;22.576404571533203
2010-05-13;22.423030853271484
2010-05-14;22.18531036376953
2010-05-17;22.19297981262207
2010-05-18;22.031206130981445
2010-05-19;21.75389289855957
2010-05-20;20.883426666259766
2010-05-21;20.675443649291992
2010-05-24;20.236360549926758
2010-05-25;20.082294464111328
2010-05-26;19.265756607055664
2010-05-27;20.02837562561035
2010-05-28;19.874305725097656
2010-06-01;19.943632125854492
2010-06-02;20.382720947265625
2010-06-03;20.69084358215332
2010-06-04;19.866605758666992
2010-06-07;19.4814453125
2010-06-08;19.342784881591797
2010-06-09;19.09628677368164
2010-06-10;19.2580509185791
2010-06-11;19.766460418701172
2010-06-14;19.643211364746094
2010-06-15;20.47515869140625
2010-06-16;20.27487564086914
2010-06-17;20.313398361206055
2010-06-18;20.367311477661133
2010-06-21;19.98986053466797
2010-06-22;19.851198196411133
2010-06-23;19.49684715270996
2010-06-24;19.2580509185791
2010-06-25;18.895998001098633
2010-06-28;18.726530075073242
2010-06-29;17.956205368041992
2010-06-30;17.725107192993164
2010-07-01;17.840656280517578
2010-07-02;17.925397872924805
2010-07-06;18.349071502685547
2010-07-07;18.718820571899414
2010-07-08;18.803564071655273
2010-07-09;18.695711135864258
2010-07-12;19.127092361450195
2010-07-13;19.35819435119629
2010-07-14;19.59699249267578
2010-07-15;19.650915145874023
2010-07-16;19.173309326171875
2010-07-19;19.43522071838379
2010-07-20;19.627803802490234
2010-07-21;19.350488662719727
2010-07-22;19.905122756958008
2010-07-23;19.88201332092285
2010-07-26;20.105409622192383
2010-07-27;20.151622772216797
2010-07-28;19.98986053466797
2010-07-29;20.051483154296875
2010-07-30;19.88201332092285
2010-08-02;20.282573699951172
2010-08-03;20.151622772216797
2010-08-04;19.820384979248047
2010-08-05;19.543073654174805
2010-08-06;19.681726455688477
2010-08-09;19.727951049804688
2010-08-10;19.311967849731445
2010-08-11;19.15020751953125
2010-08-12;18.865182876586914
2010-08-13;18.79586410522461
2010-08-16;18.872892379760742
2010-08-17;19.136198043823242
2010-08-18;19.22138786315918
2010-08-19;18.927099227905273
2010-08-20;18.764467239379883
2010-08-23;18.803199768066406
2010-08-24;18.617328643798828
2010-08-25;18.66379165649414
2010-08-26;18.44695281982422
2010-08-27;18.53213882446289
2010-08-30;18.307552337646484
2010-08-31;18.175901412963867
2010-09-01;18.50890350341797
2010-09-02;18.539888381958008
2010-09-03;18.810943603515625
2010-09-07;18.555370330810547
2010-09-08;18.53213882446289
2010-09-09;18.59409523010254
2010-09-10;18.470184326171875
2010-09-13;19.445966720581055
2010-09-14;19.384016036987305
