date;AAPL
2007-06-06;3.7582950592041016
2007-06-07;3.7713658809661865
2007-06-08;3.784132242202759
2007-06-11;3.6534252166748047
2007-06-12;3.659200668334961
2007-06-13;3.571657657623291
2007-06-14;3.6096534729003906
2007-06-15;3.662848711013794
2007-06-18;3.8023712635040283
2007-06-19;3.758903980255127
2007-06-20;3.694765567779541
2007-06-21;3.7661986351013184
2007-06-22;3.738842010498047
2007-06-25;3.7187795639038086
2007-06-26;3.6370112895965576
2007-06-27;3.705101728439331
2007-06-28;3.6646728515625
2007-06-29;3.7096590995788574
2007-07-02;3.685950756072998
2007-07-03;3.865598440170288
2007-07-05;4.035213470458984
2007-07-06;4.021534442901611
2007-07-09;3.9616518020629883
2007-07-10;4.023053169250488
2007-07-11;4.024270534515381
2007-07-12;4.0753374099731445
2007-07-13;4.18658971786499
2007-07-16;4.197836875915527
2007-07-17;4.222459316253662
2007-07-18;4.1984453201293945
2007-07-19;4.2555928230285645
2007-07-20;4.369579792022705
2007-07-23;4.368061065673828
2007-07-24;4.100264072418213
2007-07-25;4.172303199768066
2007-07-26;4.437974452972412
2007-07-27;4.372620582580566
2007-07-30;4.2990593910217285
2007-07-31;4.005118370056152
2007-08-01;4.103606224060059
2007-08-02;4.148898124694824
2007-08-03;4.007857322692871
2007-08-06;4.111205577850342
2007-08-07;4.104518413543701
2007-08-08;4.073513507843018
2007-08-09;3.841887950897217
2007-08-10;3.799636125564575
2007-08-13;3.884444236755371
2007-08-14;3.7701497077941895
2007-08-15;3.6446101665496826
2007-08-16;3.557978868484497
2007-08-17;3.710268497467041
2007-08-20;3.7151317596435547
2007-08-21;3.877756118774414
2007-08-22;4.02791690826416
2007-08-23;3.984142780303955
2007-08-24;4.112725257873535
2007-08-27;4.020013332366943
2007-08-28;3.854959011077881
2007-08-29;4.075641632080078
2007-08-30;4.141602039337158
2007-08-31;4.209388732910156
2007-09-04;4.382043838500977
2007-09-05;4.157105445861816
2007-09-06;4.103911399841309
2007-09-07;4.005423545837402
2007-09-10;4.155584812164307
2007-09-11;4.118500232696533
2007-09-12;4.159841060638428
2007-09-13;4.170480728149414
2007-09-14;4.219419956207275
2007-09-17;4.2072601318359375
2007-09-18;4.28355598449707
2007-09-19;4.278997421264648
2007-09-20;4.265012741088867
2007-09-21;4.381740093231201
2007-09-24;4.5072784423828125
2007-09-25;4.656224727630615
2007-09-26;4.643762588500977
2007-09-27;4.696349143981934
2007-09-28;4.665041446685791
2007-10-01;4.752279758453369
2007-10-02;4.8164191246032715
2007-10-03;4.8003082275390625
2007-10-04;4.749240398406982
2007-10-05;4.907608509063721
2007-10-08;5.10397481918335
2007-10-09;5.1024556159973145
2007-10-10;5.069930553436279
2007-10-11;4.931319236755371
2007-10-12;5.083912372589111
2007-10-15;5.075705051422119
2007-10-16;5.154737949371338
2007-10-17;5.251097679138184
2007-10-18;5.273894786834717
2007-10-19;5.180271625518799
2007-10-22;5.300034523010254
2007-10-23;5.658721446990967
2007-10-24;5.651731014251709
2007-10-25;5.555978298187256
2007-10-26;5.614342212677002
2007-10-29;5.62619686126709
2007-10-30;5.684253692626953
2007-10-31;5.773927211761475
2007-11-01;5.697627067565918
2007-11-02;5.710700988769531
2007-11-05;5.659328937530518
2007-11-06;5.829858303070068
2007-11-07;5.662977695465088
2007-11-08;5.333776950836182
2007-11-09;5.0267653465271
2007-11-12;4.673855304718018
2007-11-13;5.166289329528809
2007-11-14;5.04926061630249
2007-11-15;4.994239330291748
2007-11-16;5.057771682739258
2007-11-19;4.983602523803711
2007-11-20;5.132547855377197
2007-11-21;5.120692253112793
2007-11-23;5.2143168449401855
2007-11-26;5.244712829589844
2007-11-27;5.313714027404785
2007-11-28;5.47816276550293
2007-11-29;5.601879119873047
2007-11-30;5.538957118988037
2007-12-03;5.436822414398193
2007-12-04;5.465699672698975
2007-12-05;5.638658046722412
2007-12-06;5.773927211761475
2007-12-07;5.906154155731201
2007-12-10;5.903417587280273
2007-12-11;5.73106575012207
2007-12-12;5.801586627960205
2007-12-13;5.8310723304748535
2007-12-14;5.7873005867004395
2007-12-17;5.605221271514893
2007-12-18;5.5620574951171875
2007-12-19;5.566315174102783
2007-12-20;5.690637588500977
2007-12-21;5.894299030303955
2007-12-24;6.042941093444824
2007-12-26;6.04749870300293
2007-12-27;6.035949230194092
2007-12-28;6.074248790740967
2007-12-31;6.021053791046143
2008-01-02;5.922568321228027
2008-01-03;5.925304412841797
2008-01-04;5.472993850708008
2008-01-07;5.399737358093262
2008-01-08;5.205501079559326
2008-01-09;5.453237056732178
2008-01-10;5.411288738250732
2008-01-11;5.249273300170898
2008-01-14;5.434391021728516
2008-01-15;5.138323783874512
2008-01-16;4.852591514587402
2008-01-17;4.890585899353027
2008-01-18;4.904873847961426
2008-01-22;4.731002330780029
2008-01-23;4.227322578430176
2008-01-24;4.1218438148498535
2008-01-25;3.9519243240356445
2008-01-28;3.9519243240356445
2008-01-29;3.99843168258667
2008-01-30;4.017885684967041
2008-01-31;4.114551067352295
2008-02-01;4.065610885620117
2008-02-04;4.001776695251465
2008-02-05;3.932166814804077
2008-02-06;3.7084426879882812
2008-02-07;3.685343027114868
2008-02-08;3.8142263889312744
2008-02-11;3.934901714324951
2008-02-12;3.795379877090454
2008-02-13;3.9333837032318115
2008-02-14;3.874412775039673
2008-02-15;3.788388729095459
2008-02-19;3.7139155864715576
2008-02-20;3.7637672424316406
2008-02-21;3.694460868835449
2008-02-22;3.6312365531921387
2008-02-25;3.6397478580474854
2008-02-26;3.6218130588531494
2008-02-27;3.737626075744629
2008-02-28;3.948884963989258
2008-02-29;3.8002426624298096
2008-03-03;3.700237274169922
2008-03-04;3.7880852222442627
2008-03-05;3.784132242202759
2008-03-06;3.675919771194458
2008-03-07;3.7160439491271973
2008-03-10;3.6382267475128174
2008-03-11;3.8710687160491943
2008-03-12;3.8309438228607178
2008-03-13;3.889002799987793
2008-03-14;3.848576307296753
2008-03-17;3.852222204208374
2008-03-18;4.0373406410217285
2008-03-19;3.941589117050171
2008-03-20;4.051019668579102
2008-03-24;4.241304874420166
2008-03-25;4.285380840301514
2008-03-26;4.409400463104248
2008-03-27;4.263190746307373
2008-03-28;4.3470869064331055
2008-03-31;4.361981391906738
2008-04-01;4.545275688171387
2008-04-02;4.483264923095703
2008-04-03;4.608500957489014
2008-04-04;4.65318489074707
2008-04-07;4.738601207733154
2008-04-08;4.6458892822265625
2008-04-09;4.603334903717041
2008-04-10;4.697870254516602
2008-04-11;4.47262716293335
2008-04-14;4.492081165313721
2008-04-15;4.510320663452148
2008-04-16;4.672032356262207
2008-04-17;4.696045875549316
2008-04-18;4.895145893096924
2008-04-21;5.111572265625
2008-04-22;4.8696136474609375
2008-04-23;4.951381683349609
2008-04-24;5.135282039642334
2008-04-25;5.159296989440918
2008-04-28;5.235593318939209
2008-04-29;5.321010112762451
2008-04-30;5.287571907043457
2008-05-01;5.471475124359131
2008-05-02;5.500047206878662
2008-05-05;5.61525297164917
2008-05-06;5.673920631408691
2008-05-07;5.550203800201416
2008-05-08;5.625285625457764
2008-05-09;5.576343536376953
2008-05-12;5.719516754150391
2008-05-13;5.774230480194092
2008-05-14;5.6617608070373535
2008-05-15;5.767238140106201
2008-05-16;5.70310115814209
2008-05-19;5.580904483795166
2008-05-20;5.650819301605225
2008-05-21;5.416457653045654
2008-05-22;5.381803512573242
2008-05-23;5.507038116455078
2008-05-27;5.666926860809326
2008-05-28;5.684557914733887
2008-05-29;5.674830913543701
2008-05-30;5.737450122833252
2008-06-02;5.656897068023682
2008-06-03;5.634707450866699
2008-06-04;5.629235744476318
2008-06-05;5.758119583129883
2008-06-06;5.642914295196533
2008-06-09;5.520413875579834
2008-06-10;5.642914295196533
2008-06-11;5.496096134185791
2008-06-12;5.266597747802734
2008-06-13;5.23954439163208
2008-06-16;5.3754191398620605
2008-06-17;5.514942646026611
2008-06-18;5.433478355407715
2008-06-19;5.4988322257995605
2008-06-20;5.327695846557617
2008-06-23;5.263559341430664
2008-06-24;5.266294956207275
2008-06-25;5.392138957977295
2008-06-26;5.114614486694336
2008-06-27;5.170239448547363
2008-06-30;5.089687824249268
2008-07-01;5.309762954711914
2008-07-02;5.112181663513184
2008-07-03;5.171152591705322
2008-07-07;5.324352264404297
2008-07-08;5.457797527313232
2008-07-09;5.296692371368408
2008-07-10;5.36903715133667
2008-07-11;5.245927810668945
2008-07-14;5.285444736480713
2008-07-15;5.156559467315674
2008-07-16;5.252919673919678
2008-07-17;5.2225236892700195
2008-07-18;5.020077228546143
2008-07-21;5.054731845855713
2008-07-22;4.924935817718506
2008-07-23;5.0538201332092285
2008-07-24;4.834048271179199
2008-07-25;4.927975654602051
2008-07-28;4.693310737609863
2008-07-29;4.77477502822876
2008-07-30;4.8598856925964355
2008-07-31;4.831615924835205
2008-08-01;4.762007713317871
2008-08-04;4.657744407653809
2008-08-05;4.882987976074219
2008-08-06;4.990898132324219
2008-08-07;4.972050666809082
2008-08-08;5.153824329376221
2008-08-11;5.2757182121276855
2008-08-12;5.372077465057373
2008-08-13;5.450197696685791
2008-08-14;5.450807571411133
2008-08-15;5.341982841491699
2008-08-18;5.3313446044921875
2008-08-19;5.274805068969727
2008-08-20;5.345022678375244
2008-08-21;5.297908306121826
2008-08-22;5.373900890350342
2008-08-25;5.245017051696777
2008-08-26;5.2781500816345215
2008-08-27;5.3094587326049805
2008-08-28;5.281188488006592
2008-08-29;5.153218746185303
2008-09-02;5.051692485809326
2008-09-03;5.075096130371094
2008-09-04;4.900617599487305
2008-09-05;4.869004249572754
2008-09-08;4.8003082275390625
2008-09-09;4.610629081726074
2008-09-10;4.608500957489014
2008-09-11;4.640114784240723
2008-09-12;4.527340412139893
2008-09-15;4.266533851623535
2008-09-16;4.2519450187683105
2008-09-17;3.885660171508789
2008-09-18;4.075944900512695
2008-09-19;4.283253192901611
2008-09-22;3.983536958694458
2008-09-23;3.85556697845459
2008-09-24;3.9124085903167725
2008-09-25;4.010286331176758
2008-09-26;3.8981223106384277
2008-09-29;3.199597120285034
2008-09-30;3.454932689666748
2008-10-01;3.3169291019439697
2008-10-02;3.04274845123291
2008-10-03;2.9506454467773438
2008-10-06;2.9831695556640625
2008-10-07;2.7102038860321045
2008-10-08;2.729353904724121
2008-10-09;2.6974384784698486
2008-10-10;2.9424378871917725
2008-10-13;3.3515820503234863
2008-10-14;3.163728952407837
2008-10-15;2.977393865585327
2008-10-16;3.0971579551696777
2008-10-17;2.960674524307251
2008-10-20;2.992288827896118
2008-10-21;2.7810287475585938
2008-10-22;2.944565773010254
2008-10-23;2.9859061241149902
2008-10-24;2.9296715259552
2008-10-27;2.7992682456970215
2008-10-28;3.0369725227355957
2008-10-29;3.17801570892334
2008-10-30;3.3752923011779785
2008-10-31;3.2704217433929443
2008-11-03;3.2512717247009277
2008-11-04;3.373772382736206
2008-11-05;3.1400187015533447
2008-11-06;3.0123512744903564
2008-11-07;2.9862091541290283
2008-11-10;2.9144723415374756
2008-11-11;2.8807313442230225
2008-11-12;2.7393851280212402
2008-11-13;2.931495428085327
2008-11-14;2.743032217025757
2008-11-17;2.679198980331421
2008-11-18;2.733001232147217
2008-11-19;2.622964382171631
2008-11-20;2.446661949157715
2008-11-21;2.5101912021636963
2008-11-24;2.8254096508026123
2008-11-25;2.760054349899292
2008-11-26;2.887723207473755
2008-11-28;2.8168983459472656
2008-12-01;2.7032129764556885
2008-12-02;2.8108179569244385
2008-12-03;2.9150798320770264
2008-12-04;2.778597116470337
2008-12-05;2.857326030731201
2008-12-08;3.0311977863311768
2008-12-09;3.041531801223755
2008-12-10;2.985297441482544
2008-12-11;2.887723207473755
2008-12-12;2.9871208667755127
2008-12-15;2.8801236152648926
2008-12-16;2.9007930755615234
2008-12-17;2.7102038860321045
2008-12-18;2.718411684036255
2008-12-19;2.7357380390167236
2008-12-22;2.606245756149292
2008-12-23;2.6257009506225586
2008-12-24;2.584968328475952
2008-12-26;2.6083738803863525
2008-12-29;2.6326913833618164
2008-12-30;2.622964382171631
2008-12-31;2.5943899154663086
2009-01-02;2.758535385131836
2009-01-05;2.8749561309814453
2009-01-06;2.8275375366210938
2009-01-07;2.7664389610290527
2009-01-08;2.817809581756592
2009-01-09;2.7533681392669678
2009-01-12;2.695005178451538
2009-01-13;2.666128158569336
2009-01-14;2.593783378601074
2009-01-15;2.534508466720581
2009-01-16;2.502591848373413
2009-01-20;2.37705135345459
2009-01-21;2.517789363861084
2009-01-22;2.6858863830566406
2009-01-23;2.6858863830566406
2009-01-26;2.724794864654541
2009-01-27;2.757927417755127
2009-01-28;2.8634047508239746
2009-01-29;2.8269288539886475
2009-01-30;2.7396903038024902
2009-02-02;2.781636953353882
2009-02-03;2.826319932937622
2009-02-04;2.843646764755249
2009-02-05;2.932102918624878
2009-02-06;3.0311977863311768
2009-02-09;3.1160054206848145
2009-02-10;2.9737467765808105
2009-02-11;2.943044662475586
2009-02-12;3.0175187587738037
2009-02-13;3.0141754150390625
2009-02-17;2.8734354972839355
2009-02-18;2.868572950363159
2009-02-19;2.755192756652832
2009-02-20;2.772213935852051
2009-02-23;2.643026351928711
2009-02-24;2.743337392807007
2009-02-25;2.7709977626800537
2009-02-26;2.711116075515747
2009-02-27;2.7147631645202637
2009-03-02;2.673119306564331
2009-03-03;2.6861891746520996
2009-03-04;2.7713027000427246
2009-03-05;2.7004761695861816
2009-03-06;2.5928711891174316
2009-03-09;2.526301383972168
2009-03-10;2.6940932273864746
2009-03-11;2.817201852798462
2009-03-12;2.928758144378662
2009-03-13;2.91599178314209
2009-03-16;2.9004898071289062
2009-03-17;3.02937388420105
2009-03-18;3.085911750793457
2009-03-19;3.0889523029327393
2009-03-20;3.0880396366119385
2009-03-23;3.272549629211426
2009-03-24;3.2372896671295166
2009-03-25;3.236985206604004
2009-03-26;3.3397278785705566
2009-03-27;3.247927665710449
2009-03-30;3.176191806793213
2009-03-31;3.1953420639038086
2009-04-01;3.303859233856201
2009-04-02;3.4260551929473877
2009-04-03;3.525757312774658
2009-04-06;3.600534200668335
2009-04-07;3.4956648349761963
2009-04-08;3.5357892513275146
2009-04-09;3.63457989692688
2009-04-13;3.654336452484131
2009-04-14;3.5962798595428467
2009-04-15;3.5759124755859375
2009-04-16;3.6917266845703125
2009-04-17;3.7516074180603027
2009-04-20;3.662848711013794
2009-04-21;3.7011492252349854
2009-04-22;3.693549633026123
2009-04-23;3.8117942810058594
2009-04-24;3.7661986351013184
2009-04-27;3.791428804397583
2009-04-28;3.7661986351013184
2009-04-29;3.8038904666900635
2009-04-30;3.8248658180236816
2009-05-01;3.867724895477295
2009-05-04;4.014543533325195
2009-05-05;4.033998489379883
2009-05-06;4.027614593505859
2009-05-07;3.9230475425720215
2009-05-08;3.9269981384277344
2009-05-11;3.9385499954223633
2009-05-12;3.782005786895752
2009-05-13;3.6321468353271484
2009-05-14;3.737321376800537
2009-05-15;3.7212111949920654
2009-05-18;3.84978985786438
2009-05-19;3.874107837677002
2009-05-20;3.826079845428467
2009-05-21;3.774710178375244
2009-05-22;3.723644256591797
2009-05-26;3.975330114364624
2009-05-27;4.044333457946777
2009-05-28;4.105732440948486
2009-05-29;4.128227710723877
2009-06-01;4.235833644866943
2009-06-02;4.2400898933410645
2009-06-03;4.2844696044921875
2009-06-04;4.369276523590088
2009-06-05;4.397546291351318
2009-06-08;4.372620582580566
2009-06-09;4.338271617889404
2009-06-10;4.263190746307373
2009-06-11;4.2540717124938965
2009-06-12;4.163489818572998
2009-06-15;4.136738300323486
2009-06-16;4.144643783569336
2009-06-17;4.121236801147461
2009-06-18;4.130354881286621
2009-06-19;4.239785671234131
2009-06-22;4.175645351409912
2009-06-23;4.073513507843018
2009-06-24;4.140691757202148
2009-06-25;4.251335620880127
2009-06-26;4.329761028289795
2009-06-29;4.3154730796813965
2009-06-30;4.3294572830200195
2009-07-01;4.341615676879883
2009-07-02;4.256199359893799
2009-07-06;4.2133402824401855
2009-07-07;4.1157660484313965
2009-07-08;4.171089172363281
2009-07-09;4.144946575164795
2009-07-10;4.210605621337891
2009-07-13;4.326719760894775
2009-07-14;4.324593544006348
2009-07-15;4.464724540710449
2009-07-16;4.48417854309082
2009-07-17;4.612757205963135
2009-07-20;4.648017406463623
2009-07-21;4.605461120605469
2009-07-22;4.764438152313232
2009-07-23;4.797267913818359
2009-07-24;4.863229751586914
2009-07-27;4.866574287414551
2009-07-28;4.863533020019531
2009-07-29;4.864444255828857
2009-07-30;4.948341369628906
2009-07-31;4.966579914093018
2009-08-03;5.058986186981201
2009-08-04;5.0322370529174805
2009-08-05;5.018861770629883
2009-08-06;4.982386589050293
2009-08-07;5.0310211181640625
2009-08-10;5.0070061683654785
2009-08-11;4.949558258056641
2009-08-12;5.024941444396973
2009-08-13;5.119476795196533
2009-08-14;5.069627285003662
2009-08-17;4.851072788238525
2009-08-18;4.985122203826904
2009-08-19;5.003358364105225
2009-08-20;5.055945873260498
2009-08-21;5.143793106079102
2009-08-24;5.138929843902588
2009-08-25;5.149265766143799
2009-08-26;5.088775157928467
2009-08-27;5.150786399841309
2009-08-28;5.169023513793945
2009-08-31;5.113093376159668
2009-09-01;5.0246381759643555
2009-09-02;5.02099084854126
2009-09-03;5.062633991241455
2009-09-04;5.17692756652832
2009-09-08;5.256568431854248
2009-09-09;5.202157497406006
2009-09-10;5.245320796966553
2009-09-11;5.233161926269531
2009-09-14;5.280581474304199
2009-09-15;5.324352264404297
2009-09-16;5.528317928314209
2009-09-17;5.609781265258789
2009-09-18;5.6240692138671875
2009-09-21;5.593671798706055
2009-09-22;5.607652187347412
2009-09-23;5.638658046722412
2009-09-24;5.587592601776123
2009-09-25;5.543516159057617
2009-09-28;5.658417701721191
2009-09-29;5.635010719299316
2009-09-30;5.63409948348999
2009-10-01;5.497616767883301
2009-10-02;5.620420455932617
2009-10-05;5.654465198516846
2009-10-06;5.775749683380127
2009-10-07;5.78304386138916
2009-10-08;5.753255844116211
2009-10-09;5.789731979370117
2009-10-12;5.8000688552856445
2009-10-13;5.776052474975586
2009-10-14;5.8146586418151855
2009-10-15;5.792468547821045
2009-10-16;5.716170310974121
2009-10-19;5.771190643310547
2009-10-20;6.041722774505615
2009-10-21;6.228970050811768
2009-10-22;6.237480163574219
2009-10-23;6.199181079864502
2009-10-26;6.1548027992248535
2009-10-27;5.999472618103027
2009-10-28;5.8483991622924805
2009-10-29;5.968466281890869
2009-10-30;5.7298502922058105
2009-11-02;5.754471778869629
2009-11-03;5.737450122833252
2009-11-04;5.8000688552856445
2009-11-05;5.897947311401367
2009-11-06;5.907369613647461
2009-11-09;6.12379789352417
2009-11-10;6.169999599456787
2009-11-11;6.178206920623779
2009-11-12;6.139906883239746
2009-11-13;6.214682579040527
2009-11-16;6.28095006942749
2009-11-17;6.292196750640869
2009-11-18;6.260583400726318
2009-11-19;6.094918251037598
2009-11-20;6.076984405517578
2009-11-23;6.258151054382324
2009-11-24;6.214380741119385
2009-11-25;6.2067790031433105
2009-11-27;6.097352027893066
2009-11-30;6.076681613922119
2009-12-01;5.987313270568848
2009-12-02;5.964819431304932
2009-12-03;5.972418785095215
2009-12-04;5.876364707946777
2009-12-07;5.743529319763184
2009-12-08;5.771494388580322
2009-12-09;6.01254415512085
2009-12-10;5.970898151397705
2009-12-11;5.917400360107422
2009-12-14;5.987617492675781
2009-12-15;5.902200698852539
2009-12-16;5.928343772888184
2009-12-17;5.831984519958496
2009-12-18;5.940502166748047
2009-12-21;6.025613307952881
2009-12-22;6.090359210968018
2009-12-23;6.143251895904541
2009-12-24;6.354205131530762
2009-12-28;6.432329177856445
2009-12-29;6.356030464172363
2009-12-30;6.433237552642822
2009-12-31;6.405577659606934
2010-01-04;6.505280494689941
2010-01-05;6.51652717590332
2010-01-06;6.412872791290283
2010-01-07;6.401018142700195
2010-01-08;6.443572521209717
2010-01-11;6.3867316246032715
2010-01-12;6.31408166885376
2010-01-13;6.403146743774414
2010-01-14;6.366062641143799
2010-01-15;6.25967264175415
2010-01-19;6.536588191986084
2010-01-20;6.435975074768066
2010-01-21;6.324720859527588
2010-01-22;6.011023044586182
2010-01-25;6.172735691070557
2010-01-26;6.259975910186768
2010-01-27;6.31894588470459
2010-01-28;6.057833671569824
2010-01-29;5.838062763214111
2010-02-01;5.919224739074707
2010-02-02;5.9535722732543945
2010-02-03;6.056009292602539
2010-02-04;5.837759971618652
2010-02-05;5.941413402557373
2010-02-08;5.900680065155029
2010-02-09;5.963603973388672
2010-02-10;5.931080341339111
2010-02-11;6.0389885902404785
2010-02-12;6.090969085693359
2010-02-16;6.182767868041992
2010-02-17;6.156929016113281
2010-02-18;6.168481826782227
2010-02-19;6.130179405212402
2010-02-22;6.092182636260986
2010-02-23;5.990049839019775
2010-02-24;6.099480628967285
2010-02-25;6.140212059020996
2010-02-26;6.219851493835449
2010-03-01;6.352687835693359
2010-03-02;6.348431587219238
2010-03-03;6.363020896911621
2010-03-04;6.404970169067383
2010-03-05;6.655442237854004
2010-03-08;6.659393787384033
2010-03-09;6.7791595458984375
2010-03-10;6.834479331970215
2010-03-11;6.854542255401611
2010-03-12;6.8879780769348145
2010-03-15;6.804083347320557
2010-03-16;6.822624206542969
2010-03-17;6.812594890594482
2010-03-18;6.828705787658691
2010-03-19;6.75575065612793
2010-03-22;6.83174467086792
2010-03-23;6.941476821899414
2010-03-24;6.972179889678955
2010-03-25;6.889499664306641
2010-03-26;7.018686771392822
2010-03-29;7.063976764678955
2010-03-30;7.16915225982666
2010-03-31;7.143314361572266
2010-04-01;7.1728010177612305
2010-04-05;7.249402046203613
2010-04-06;7.281317234039307
2010-04-07;7.31353759765625
2010-04-08;7.293781280517578
2010-04-09;7.349710464477539
2010-04-12;7.364909648895264
2010-04-13;7.369163513183594
2010-04-14;7.468258380889893
2010-04-15;7.56644344329834
2010-04-16;7.520236968994141
2010-04-19;7.510207653045654
2010-04-20;7.434823989868164
2010-04-21;7.8795342445373535
2010-04-22;8.099912643432617
2010-04-23;8.232442855834961
2010-04-26;8.192014694213867
2010-04-27;7.965252876281738
2010-04-28;7.951879024505615
2010-04-29;8.165874481201172
2010-04-30;7.936374664306641
2010-05-03;8.09626293182373
2010-05-04;7.863119125366211
2010-05-05;7.781346321105957
2010-05-06;7.485283374786377
2010-05-07;7.16945743560791
2010-05-10;7.720553874969482
2010-05-11;7.79746150970459
2010-05-12;7.966773986816406
2010-05-13;7.853392124176025
2010-05-14;7.715388774871826
2010-05-17;7.727542877197266
2010-05-18;7.671009540557861
2010-05-19;7.548811435699463
2010-05-20;7.227211952209473
2010-05-21;7.365822792053223
2010-05-24;7.500785827636719
2010-05-25;7.4539713859558105
2010-05-26;7.420231342315674
2010-05-27;7.701099395751953
2010-05-28;7.8084025382995605
2010-06-01;7.928475379943848
2010-06-02;8.023309707641602
2010-06-03;7.99808406829834
2010-06-04;7.7804412841796875
2010-06-07;7.627842903137207
2010-06-08;7.578904151916504
2010-06-09;7.392569065093994
2010-06-10;7.614775657653809
2010-06-11;7.705967426300049
2010-06-14;7.729373931884766
2010-06-15;7.893821716308594
2010-06-16;8.12362289428711
2010-06-17;8.264056205749512
2010-06-18;8.330930709838867
2010-06-21;8.212382316589355
2010-06-22;8.324240684509277
2010-06-23;8.236696243286133
2010-06-24;8.176816940307617
2010-06-25;8.106901168823242
2010-06-28;8.155537605285645
2010-06-29;7.786821365356445
2010-06-30;7.645776271820068
2010-07-01;7.553066730499268
2010-07-02;7.506258487701416
2010-07-06;7.5576252937316895
2010-07-07;7.8628129959106445
2010-07-08;7.845184803009033
2010-07-09;7.8916916847229
2010-07-12;7.82086706161499
2010-07-13;7.653985977172852
2010-07-14;7.682255268096924
2010-07-15;7.643348693847656
2010-07-16;7.5962300300598145
2010-07-19;7.464913845062256
2010-07-20;7.656719207763672
2010-07-21;7.728152751922607
2010-07-22;7.8734540939331055
2010-07-23;7.901419639587402
2010-07-26;7.881357669830322
2010-07-27;8.027262687683105
2010-07-28;7.932423114776611
2010-07-29;7.845793724060059
2010-07-30;7.819648742675781
2010-08-02;7.959475517272949
2010-08-03;7.961908340454102
2010-08-04;7.993827819824219
2010-08-05;7.954916000366211
2010-08-06;7.90597677230835
2010-08-09;7.956433296203613
2010-08-10;7.885305404663086
2010-08-11;7.605044364929199
2010-08-12;7.653682231903076
2010-08-13;7.5719146728515625
2010-08-16;7.527534484863281
2010-08-17;7.659153461456299
2010-08-18;7.692592144012451
2010-08-19;7.59562349319458
2010-08-20;7.588326454162598
