date;QCOM
2007-01-03;25.49396324157715
2007-01-04;26.644100189208984
2007-01-05;26.331052780151367
2007-01-08;26.038400650024414
2007-01-09;25.7525691986084
2007-01-10;26.235769271850586
2007-01-11;26.868701934814453
2007-01-12;26.963979721069336
2007-01-16;26.861886978149414
2007-01-17;26.671342849731445
2007-01-18;26.194936752319336
2007-01-19;26.45355224609375
2007-01-22;26.208545684814453
2007-01-23;25.94993782043457
2007-01-24;26.283414840698242
2007-01-25;25.970355987548828
2007-01-26;25.527982711791992
2007-01-29;25.28298568725586
2007-01-30;25.296600341796875
2007-01-31;25.630069732666016
2007-02-01;25.459928512573242
2007-02-02;25.31020164489746
2007-02-05;25.800201416015625
2007-02-06;25.64368438720703
2007-02-07;25.575626373291016
2007-02-08;26.038400650024414
2007-02-09;26.07244110107422
2007-02-12;25.895488739013672
2007-02-13;25.90909767150879
2007-02-14;26.991191864013672
2007-02-15;28.11412811279297
2007-02-16;28.930805206298828
2007-02-20;29.06010627746582
2007-02-21;28.617746353149414
2007-02-22;29.121370315551758
2007-02-23;29.509281158447266
2007-02-26;29.026084899902344
2007-02-27;27.392732620239258
2007-02-28;27.508771896362305
2007-03-01;27.37225914001465
2007-03-02;26.94904327392578
2007-03-05;26.71696662902832
2007-03-06;26.996828079223633
2007-03-07;27.092390060424805
2007-03-08;27.467819213867188
2007-03-09;27.406373977661133
2007-03-12;27.385902404785156
2007-03-13;28.55316162109375
2007-03-14;29.495153427124023
2007-03-15;29.829618453979492
2007-03-16;29.815959930419922
2007-03-19;29.290355682373047
2007-03-20;29.37909507751465
2007-03-21;29.85008430480957
2007-03-22;29.590713500976562
2007-03-23;29.058277130126953
2007-03-26;28.955888748168945
2007-03-27;29.09922218322754
2007-03-28;29.010494232177734
2007-03-29;28.83983612060547
2007-03-30;29.11971664428711
2007-04-02;29.406404495239258
2007-04-03;29.83643913269043
2007-04-04;29.795490264892578
2007-04-05;29.55657386779785
2007-04-09;29.133358001708984
2007-04-10;29.351795196533203
2007-04-11;28.737462997436523
2007-04-12;29.078750610351562
2007-04-13;29.044618606567383
2007-04-16;29.618000030517578
2007-04-17;29.604354858398438
2007-04-18;29.33131980895996
2007-04-19;29.597524642944336
2007-04-20;29.652130126953125
2007-04-23;29.276710510253906
2007-04-24;30.280120849609375
2007-04-25;30.94908332824707
2007-04-26;30.92177963256836
2007-04-27;30.46444320678711
2007-04-30;29.897869110107422
2007-05-01;29.87740135192871
2007-05-02;30.218698501586914
2007-05-03;30.225526809692383
2007-05-04;30.1026554107666
2007-05-07;30.00026512145996
2007-05-08;30.150440216064453
2007-05-09;30.218698501586914
2007-05-10;29.972965240478516
2007-05-11;30.621423721313477
2007-05-14;30.20503807067871
2007-05-15;30.150440216064453
2007-05-16;30.751123428344727
2007-05-17;30.594127655029297
2007-05-18;30.86033058166504
2007-05-21;31.488330841064453
2007-05-22;31.65897560119629
2007-05-23;30.60776710510254
2007-05-24;29.754531860351562
2007-05-25;29.590713500976562
2007-05-29;30.225526809692383
2007-05-30;29.321632385253906
2007-05-31;29.41065216064453
2007-06-01;29.287385940551758
2007-06-04;28.88338279724121
2007-06-05;29.095661163330078
2007-06-06;28.9176082611084
2007-06-07;28.089059829711914
2007-06-08;28.67110252380371
2007-06-11;28.3424129486084
2007-06-12;28.63001823425293
2007-06-13;29.170982360839844
2007-06-14;29.184680938720703
2007-06-15;29.191526412963867
2007-06-18;28.986095428466797
2007-06-19;29.23261260986328
2007-06-20;29.49283218383789
2007-06-21;29.8283634185791
2007-06-22;29.438051223754883
2007-06-25;29.123043060302734
2007-06-26;29.33533477783203
2007-06-27;29.732481002807617
2007-06-28;29.759878158569336
2007-06-29;29.711944580078125
2007-07-02;30.081724166870117
2007-07-03;30.033777236938477
2007-07-05;29.81465721130371
2007-07-06;29.84206771850586
2007-07-09;29.848909378051758
2007-07-10;29.588706970214844
2007-07-11;30.020099639892578
2007-07-12;30.985618591308594
2007-07-13;31.05409049987793
2007-07-16;30.83497428894043
2007-07-17;30.83497428894043
2007-07-18;30.882896423339844
2007-07-19;29.68456268310547
2007-07-20;29.44487953186035
2007-07-23;29.273704528808594
2007-07-24;29.499679565429688
2007-07-25;29.06826400756836
2007-07-26;28.814903259277344
2007-07-27;28.534151077270508
2007-07-30;29.123043060302734
2007-07-31;28.520448684692383
2007-08-01;28.3424129486084
2007-08-02;28.787513732910156
2007-08-03;27.917858123779297
2007-08-06;28.609474182128906
2007-08-07;27.732973098754883
2007-08-08;27.493310928344727
2007-08-09;26.171714782714844
2007-08-10;25.94573211669922
2007-08-13;26.65104866027832
2007-08-14;25.870424270629883
2007-08-15;24.713171005249023
2007-08-16;25.288362503051758
2007-08-17;25.706079483032227
2007-08-20;25.62390899658203
2007-08-21;25.267826080322266
2007-08-22;25.52118492126465
2007-08-23;25.925203323364258
2007-08-24;26.178558349609375
2007-08-27;26.41822624206543
2007-08-28;25.932048797607422
2007-08-29;26.749948501586914
2007-08-30;26.85991096496582
2007-08-31;27.416624069213867
2007-09-04;27.49909782409668
2007-09-05;26.756818771362305
2007-09-06;26.681196212768555
2007-09-07;26.042016983032227
2007-09-10;25.2722225189209
2007-09-11;26.12449836730957
2007-09-12;26.02826499938965
2007-09-13;26.921756744384766
2007-09-14;27.1004638671875
2007-09-17;26.804922103881836
2007-09-18;27.354768753051758
2007-09-19;27.51972198486328
2007-09-20;27.863365173339844
2007-09-21;28.062698364257812
2007-09-24;28.619413375854492
2007-09-25;28.55755043029785
2007-09-26;29.031801223754883
2007-09-27;29.02491569519043
2007-09-28;29.045541763305664
2007-10-01;28.928695678710938
2007-10-02;28.85308837890625
2007-10-03;29.052412033081055
2007-10-04;29.402952194213867
2007-10-05;29.801572799682617
2007-10-08;29.396068572998047
2007-10-09;29.3135986328125
2007-10-10;29.07301902770996
2007-10-11;28.502559661865234
2007-10-12;28.976810455322266
2007-10-15;28.37885284423828
2007-10-16;28.069568634033203
2007-10-17;28.461334228515625
2007-10-18;28.44070816040039
2007-10-19;27.705286026000977
2007-10-22;28.090187072753906
2007-10-23;28.268890380859375
2007-10-24;28.303253173828125
2007-10-25;28.03520393371582
2007-10-26;28.406347274780273
2007-10-29;28.612529754638672
2007-10-30;28.715633392333984
2007-10-31;29.36857032775879
2007-11-01;28.37885284423828
2007-11-02;28.413219451904297
2007-11-05;28.07642936706543
2007-11-06;28.56442642211914
2007-11-07;28.310121536254883
2007-11-08;27.32727813720703
2007-11-09;26.186351776123047
2007-11-12;25.6296329498291
2007-11-13;26.914894104003906
2007-11-14;27.51972198486328
2007-11-15;28.048948287963867
2007-11-16;28.426959991455078
2007-11-19;28.69501304626465
2007-11-20;28.413219451904297
2007-11-21;27.808393478393555
2007-11-23;27.856510162353516
2007-11-26;26.92863655090332
2007-11-27;27.368518829345703
2007-11-28;28.516315460205078
2007-11-29;28.46820068359375
2007-11-30;28.0283260345459
2007-12-03;27.464740753173828
2007-12-04;27.05235481262207
2007-12-05;27.8455753326416
2007-12-06;27.873157501220703
2007-12-07;27.673141479492188
2007-12-10;27.983524322509766
2007-12-11;27.71453285217285
2007-12-12;28.287029266357422
2007-12-13;27.493799209594727
2007-12-14;27.1627197265625
2007-12-17;26.98337745666504
2007-12-18;26.707473754882812
2007-12-19;26.40398406982422
2007-12-20;26.98337745666504
2007-12-21;27.562782287597656
2007-12-24;27.804182052612305
2007-12-26;27.783493041992188
2007-12-27;27.36964225769043
2007-12-28;27.29376983642578
2007-12-31;27.14202308654785
2008-01-02;26.479867935180664
2008-01-03;26.141862869262695
2008-01-04;25.541778564453125
2008-01-07;25.141727447509766
2008-01-08;24.824430465698242
2008-01-09;26.065998077392578
2008-01-10;26.203950881958008
2008-01-11;26.6453914642334
2008-01-14;27.590362548828125
2008-01-15;27.14202308654785
2008-01-16;27.562782287597656
2008-01-17;26.941993713378906
2008-01-18;26.452268600463867
2008-01-22;25.472808837890625
2008-01-23;25.265880584716797
2008-01-24;27.873157501220703
2008-01-25;27.590362548828125
2008-01-28;27.935256958007812
2008-01-29;27.797286987304688
2008-01-30;27.783493041992188
2008-01-31;29.25958251953125
2008-02-01;29.10784149169922
2008-02-04;28.86641502380371
2008-02-05;28.086990356445312
2008-02-06;27.348953247070312
2008-02-07;28.23873519897461
2008-02-08;28.914703369140625
2008-02-11;28.873319625854492
2008-02-12;28.23873519897461
2008-02-13;28.976774215698242
2008-02-14;28.19046401977539
2008-02-15;29.10784149169922
2008-02-19;28.935392379760742
2008-02-20;29.914852142333984
2008-02-21;29.25958251953125
2008-02-22;29.983821868896484
2008-02-25;30.156274795532227
2008-02-26;30.10108184814453
2008-02-27;30.3017578125
2008-02-28;29.976537704467773
2008-02-29;29.33298683166504
2008-03-03;28.454185485839844
2008-03-04;28.516456604003906
2008-03-05;28.717138290405273
2008-03-06;27.97671127319336
2008-03-07;27.84524917602539
2008-03-10;27.10481071472168
2008-03-11;27.277807235717773
2008-03-12;27.50617790222168
2008-03-13;27.852161407470703
2008-03-14;27.146329879760742
2008-03-17;26.64119529724121
2008-03-18;27.769121170043945
2008-03-19;26.191408157348633
2008-03-20;26.482036590576172
2008-03-24;27.603036880493164
2008-03-25;28.23274803161621
2008-03-26;28.018230438232422
2008-03-27;27.48540687561035
2008-03-28;27.776029586791992
2008-03-31;28.371139526367188
2008-04-01;29.21537208557129
2008-04-02;29.02851104736328
2008-04-03;28.986997604370117
2008-04-04;29.09771728515625
2008-04-07;28.83477020263672
2008-04-08;29.11846923828125
2008-04-09;28.724040985107422
2008-04-10;29.46446990966797
2008-04-11;28.647924423217773
2008-04-14;28.620269775390625
2008-04-15;28.502613067626953
2008-04-16;29.2430362701416
2008-04-17;29.111555099487305
2008-04-18;29.443710327148438
2008-04-21;29.49213981628418
2008-04-22;28.751724243164062
2008-04-23;28.986997604370117
2008-04-24;29.865814208984375
2008-04-25;29.921186447143555
2008-04-28;29.955780029296875
2008-04-29;30.2810001373291
2008-04-30;29.886577606201172
2008-05-01;30.696182250976562
2008-05-02;30.675430297851562
2008-05-05;30.398649215698242
2008-05-06;30.82765769958496
2008-05-07;30.128767013549805
2008-05-08;30.51626968383789
2008-05-09;30.25332260131836
2008-05-12;30.883020401000977
2008-05-13;30.84150505065918
2008-05-14;30.537031173706055
2008-05-15;31.139062881469727
2008-05-16;32.453819274902344
2008-05-19;32.76521301269531
2008-05-20;31.87255096435547
2008-05-21;31.955583572387695
2008-05-22;31.741064071655273
2008-05-23;33.048919677734375
2008-05-27;33.80316162109375
2008-05-28;33.54631423950195
2008-05-29;34.17112350463867
2008-05-30;33.69903564453125
2008-06-02;33.1158561706543
2008-06-03;32.62295150756836
2008-06-04;33.63655090332031
2008-06-05;34.28914260864258
2008-06-06;32.727081298828125
2008-06-09;32.70625305175781
2008-06-10;32.92146682739258
2008-06-11;32.15087127685547
2008-06-12;34.004520416259766
2008-06-13;34.70570373535156
2008-06-16;34.39328384399414
2008-06-17;33.76152801513672
2008-06-18;34.087825775146484
2008-06-19;34.962589263916016
2008-06-20;33.69209289550781
2008-06-23;33.19223403930664
2008-06-24;32.12308120727539
2008-06-25;32.740970611572266
2008-06-26;31.3177490234375
2008-06-27;31.692642211914062
2008-06-30;30.80401039123535
2008-07-01;31.810667037963867
2008-07-02;31.276092529296875
2008-07-03;31.276092529296875
2008-07-07;31.491315841674805
2008-07-08;33.0117301940918
2008-07-09;32.33829879760742
2008-07-10;33.44216537475586
2008-07-11;33.5532341003418
2008-07-14;33.21305465698242
2008-07-15;32.56046676635742
2008-07-16;32.615997314453125
2008-07-17;31.63017463684082
2008-07-18;31.373275756835938
2008-07-21;31.435773849487305
2008-07-22;30.616548538208008
2008-07-23;31.116424560546875
2008-07-24;36.39967727661133
2008-07-25;37.80208206176758
2008-07-28;37.086997985839844
2008-07-29;38.128379821777344
2008-07-30;38.62823486328125
2008-07-31;38.41998291015625
2008-08-01;38.51020812988281
2008-08-04;36.705162048339844
